Strongs,Lgg,X,Word,Pos_Long,Pos_Abbv,Transliteration,Meaning
H6675,H,6675,צּוֹאָה צּוֹאָה,noun fem,n-f.,tsow'ah (tso-aw') (or tsovah {tso-aw'}),"1. excrement 2. (generally) dirt 3. (figuratively) pollution [feminine of H6674] KJV: dung, filth(-iness). Marg. for H2716. Root(s): H6674 See also: H2716"
A6676,A,6676,צַּוַּאר,noun masc,n-m.,tsavva'r (tsav-var'),"1. neck [(Aramaic) corresponding to H6677] Root(s): H6677"""
H6677,H,6677,צַּוָּאר צַּוָּר צַּוָּרוֹן צַּוָּארָה,noun masc,n-m.,tsavva'r (tsav-vawr') (or tsavvar (Nehemiah 3),"1. the back of the neck (as that on which burdens are bound) [intensively from H6696 in the sense of binding] KJV: neck. Root(s): H6696"""
H6678,H,6678,צּוֹבָא צּוֹבָה צּוֹבָה,name/l.,n/l.,Tsowba' (tso-baw') (or Tsowbah {tso-baw'} or Tsobah {tso-baw'};),"1. a station 2. Zoba or Zobah, a region of Syria [from an unused root meaning to station] KJV: Zoba, Zobah."
H6679,H,6679,צּוּד,verb,v.,tsuwd (tsood),"1. to lie alongside (i.e. in wait) 2. (by implication) to catch an animal 3. (figuratively) to catch men 4. (denominative from H6718) to obtain food or provision (for a journey), victual [a primitive root] KJV: chase, hunt, sore, take (provision). See also: H6718"
H6680,H,6680,צָּוָה,verb,v.,tsavah (tsaw-vaw'),"1. (intensively) to constitute, enjoin [a primitive root] KJV: appoint, (for-)bid, (give a) charge, (give a, give in, send with) command(-er, -ment), send a messenger, put, (set) in order."
H6681,H,6681,צָּוַח,verb-stem,v.,tsavach (tsaw-vakh'),"1. to screech (exultingly) [a primitive root] KJV: shout."""
H6682,H,6682,צְּוָחָה,noun fem,n-f.,tsvachah (tsev-aw-khaw'),"1. a screech (of anguish) [from H6681] KJV: cry(-ing). Root(s): H6681"""
H6683,H,6683,צּוּלָה,noun fem,n-f.,tsuwlah (tsoo-law'),1. deep [from an unused root meaning to sink]
H6684,H,6684,צּוּם,verb,v.,tsuwm (tsoom),"1. to cover over (the mouth), i.e. to fast [a primitive root] KJV: X at all, fast."
H6685,H,6685,צּוֹם צּוֹם,noun masc,n-m.,tsowm (tsome) (or tsom {tsome};),"1. a fast [from H6684] KJV: fast(-ing). Root(s): H6684"""
H6686,H,6686,צּוּעָר,name,n/p.,Tsaw`ar (tsoo-awr'),"1. small 2. Tsuar, an Israelite [from H6819] KJV: Zuar. Root(s): H6819"
H6687,H,6687,צּוּף,verb-stem,v.,tsuwph (tsoof),"1. to overflow [a primitive root] KJV: (make to over-)flow, swim."
H6688,H,6688,צּוּף,noun masc,n-m.,tsuwph (tsoof),"1. comb of honey (from dripping) [from H6687] KJV: honeycomb. Root(s): H6687"""
H6689,H,6689,צּוּף צּוֹפַי צִּיף,name/l.,n/l.,Tsuwph (tsoof) (or Tsowphay {tso-fah'-ee} or Tsiyph {tseef};),"1. honey-comb 2. Tsuph or Tsophai or Tsiph, the name of an Israelite and of a place in Israel [from H6688] KJV: Zophai, Zuph. Root(s): H6688"
H6690,H,6690,צּוֹפַח,name,n/p.,Tsowphach (tso-fakh'),"1. Tsophach, an Israelite [from an unused root meaning to expand, breadth] KJV: Zophah."
H6691,H,6691,צּוֹפַר,name,n/p.,Tsowphar (tso-far'),"1. departing 2. Tsophar, a friend of Job [from H6852] KJV: Zophar. Root(s): H6852"
H6692,H,6692,צּוּץ,verb-stem,v.,tsuwts (tsoots),"1. to twinkle, i.e. glance 2. by analogy, to blossom (figuratively, flourish) [a primitive root] KJV: bloom, blossom, flourish, shew self."
H6693,H,6693,צּוּק,verb-stem,v.,tsuwq (tsook),"1. to compress, i.e. (figuratively) oppress, distress [a primitive root] KJV: constrain, distress, lie sore, (op-)press(-or), straiten."
H6694,H,6694,צּוּק,verb,v.,tsuwq (tsook),"1. to pour out, i.e. (figuratively) smelt, utter [a primitive root (identical with H6693 through the idea of narrowness (of orifice))] KJV: be molten, pour. Root(s): H6693"
H6695,H,6695,צּוֹק צּוּקָה,noun fem,n-f.,tsowq (tsoke) (or (feminine) tsuwqah {tsoo-kaw'}),"1. a strait, i.e. (figuratively) distress [from H6693] KJV: anguish, X troublous. Root(s): H6693"
H6696,H,6696,צּוּר,verb,v.,tsuwr (tsoor),"1. to cramp, i.e. confine (in many applications, literally and figuratively, formative or hostile) [a primitive root] KJV: adversary, assault, beset, besiege, bind (up), cast, distress, fashion, fortify, inclose, lay siege, put up in bags."
H6697,H,6697,צּוּר צּוּר,noun masc,n-m.,tsuwr (tsoor) (or tsur {tsoor}),"1. (properly) a cliff (or sharp rock, as compressed) 2. (generally) a rock or boulder 3. (figuratively) a refuge 4. (also) an edge (as precipitous) [from H6696] KJV: edge, X (mighty) God (one), rock, X sharp, stone, X strength, X strong. See also H1049. Root(s): H6696 See also: H1049"
H6698,H,6698,צּוּר,name,n/p.,Tsuwr (tsoor),"1. rock 2. Tsur, the name of a Midianite and of an Israelite [the same as H6697] KJV: Zur. Root(s): H6697"
H6699,H,6699,צּוּרָה,noun fem,n-f.,tsuwrah (tsoo-raw'),"1. a rock (Job 28 2. also a form (as if pressed out) [feminine of H6697] KJV: form, rock. Root(s): H6697"
H6700,H,6700,צּוּרִיאֵל,name,n/p.,Tsuwriy'el (tsoo-ree-ale'),"1. rock of God 2. Tsuriel, an Israelite [from H6697 and H410] KJV: Zuriel. Root(s): H6697, H410"
H6701,H,6701,צּוּרִישַׁדַּי,name,n/p.,Tsuwriyshadday (tsoo-ree-shad-dah'-ee),"1. rock of (the) Almighty 2. Tsurishaddai, an Israelite [from H6697 and H7706] KJV: Zurishaddai. Root(s): H6697, H7706"
H6702,H,6702,צּוּת,verb-stem,v.,tsuwth (tsooth),"1. to blaze [a primitive root] KJV: burn."""
H6703,H,6703,צַּח,adjective,adj.,tsach (tsakh),"1. dazzling, i.e. sunny, bright, (figuratively) evident [from H6705] KJV: clear, dry, plainly, white. Root(s): H6705"
H6704,H,6704,צִּחֶה,adjective,adj.,tsicheh (tsee-kheh'),"1. parched [from an unused root meaning to glow] KJV: dried up."""
H6705,H,6705,צָּחַח,verb-stem,v.,tsachach (tsaw-khakh'),"1. to glare, i.e. be dazzling white [a primitive root] KJV: be whiter."
H6706,H,6706,צְּחִיַח,noun masc,n-m.,tschiyach (tsekh-ee'-akh),"1. glaring, i.e. exposed to the bright sun [from H6705] KJV: higher place, top. Root(s): H6705"
H6707,H,6707,צְּחִיחָה,noun fem,n-f.,tschiychah (tsekh-ee-khaw'),"1. a parched region, i.e. the desert [feminine of H6706] KJV: dry land. Root(s): H6706"
H6708,H,6708,צְּחִיחִי,noun masc,n-m.,tschiychiy (tsekh-ee-khee'),"1. bare spot, i.e. in the glaring sun [from H6706] KJV: higher place. Root(s): H6706"
H6709,H,6709,צַּחֲנָה,noun fem,n-f.,tsachanah (tsakh-an-aw'),"1. stench [from an unused root meaning to putrefy] KJV: ill savour."""
H6710,H,6710,צַּחצָּחָה,noun fem,n-f.,tsachtsachah (tsakh-tsaw-khaw'),"1. a dry place, i.e. desert [from H6705] KJV: drought. Root(s): H6705"
H6711,H,6711,צָּחַק,verb-stem,v.,tsachaq (tsaw-khak'),"1. to laugh outright (in merriment or scorn) 2. (by implication) to sport [a primitive root] KJV: laugh, mock, play, make sport."
H6712,H,6712,צְּחוֹק,noun masc,n-m.,tschoq (tsekh-oke'),"1. laughter (in pleasure or derision) [from H6711] KJV: laugh(-ed to scorn). Root(s): H6711"""
H6713,H,6713,צַּחַר,noun masc,n-m.,tsachar (tsakh'-ar),"1. sheen, i.e. whiteness [from an unused root meaning to dazzle] KJV: white."
H6714,H,6714,צּוֹחַר,name,n/p.,Tsochar (tso'-khar),"1. whiteness 2. Tsochar, the name of a Hittite and of an Israelite [from the same as H6713] KJV: Zohar. Root(s): H6713 Compare: H3328"
H6715,H,6715,צָּחוֹר,adjective,adj.,tsachor (tsaw-khore'),"1. white [from the same as H6713] KJV: white. Root(s): H6713"""
H6716,H,6716,צִּי,noun masc,n-m.,tsiy (tsee),"1. a ship (as a fixture) [from H6680] KJV: ship. Root(s): H6680"""
H6717,H,6717,צִּיבָּא,name,n/p.,Tsiyba' (tsee-baw'),"1. station 2. Tsiba, an Israelite [from the same as H6678] KJV: Ziba. Root(s): H6678"
H6718,H,6718,צַּיִד,noun masc,n-m.,tsayid (tsah'-yid),"1. the chase 2. (also) game (thus taken) 3. (generally) lunch (especially for a journey) [from a form of H6679 and meaning the same] KJV: X catcheth, food, X hunter, (that which he took in) hunting, venison, victuals. Root(s): H6679"
H6719,H,6719,צַּיָד,noun masc,n-m.,tsayad (tsah'-yawd),"1. a huntsman [from the same as H6718] KJV: hunter. Root(s): H6718"""
H6720,H,6720,צֵּידָּה צֵּדָה,noun fem,n-f.,tseydah (tsay-daw') (or tsedah {tsay-daw'}),"1. food [feminine of H6718] KJV: meat, provision, venison, victuals. Root(s): H6718"
H6721,H,6721,צִּידּוֹן צִּידּוֹן,name/l.,n/l.,Tsiydown (tsee-done') (or Tsiydon {tsee-done'}),"1. fishery 2. Tsidon, the name of a son of Canaan, and of a place in Israel [from H6679 in the sense of catching fish] KJV: Sidon, Zidon. Root(s): H6679"
H6722,H,6722,צִּידּוֹנִי צִּדוֹנִי,adjective,adj.,Tsiydoniy (tsee-do-nee'),"1. a Tsidonian or inhabitant of Tsidon [patrial from H6721] KJV: Sidonian, of Sidon, Zidonian. Root(s): H6721"
H6723,H,6723,צִּיָה,noun fem,n-f.,tsiyah (tsee-yaw'),"1. aridity 2. (concretely) a desert [from an unused root meaning to parch] KJV: barren, drought, dry (land, place), solitary place, wilderness."
H6724,H,6724,צִּיוֹן,noun masc,n-m.,tsiyown (tsee-yone'),"1. a desert [from the same as H6723] KJV: dry place. Root(s): H6723"""
H6725,H,6725,צִּיוּן,noun masc,n-m.,tsiyuwn (tsee-yoon'),"1. a monumental or guiding pillar [from the same as H6723 in the sense of conspicuousness] KJV: sign, title, waymark. Root(s): H6723 Compare: H5329"
H6726,H,6726,צִּיוֹן,name/l.,n/l.,Tsiyown (tsee-yone'),"1. Tsijon (as a permanent capital), a mountain of Jerusalem [the same (regularly) as H6725] KJV: Zion. Root(s): H6725"
H6727,H,6727,צִּיחָא צִּחָא,name,n/p.,Tsiycha' (tsee-khaw') (or Tsicha( {tsee-khaw'}),"1. drought 2. Tsicha, the name of two Nethinim [as if feminine of H6704] KJV: Ziha. Root(s): H6704"
H6728,H,6728,צִּיִי,noun masc,n-m.,tsiyiy (tsee-ee'),"1. a desert-dweller, i.e. nomad or wild beast [from the same as H6723] KJV: wild beast of the desert, that dwell in (inhabiting) the wilderness. Root(s): H6723"
H6729,H,6729,צִּינוֹק,noun masc,n-m.,tsiynoq (tsee-noke'),"1. the pillory [from an unused root meaning to confine] KJV: stocks."""
H6730,H,6730,צִּיעוֹר,name/l.,n/l.,Tsiy`or (tsee-ore'),"1. small 2. Tsior, a place in Israel [from H6819] KJV: Zior. Root(s): H6819"
H6731,H,6731,צִּיצּ צִּץ,noun masc,n-m.,tsiyts (tseets) (or tsits {tseets}),"1. (properly) glistening, i.e. a burnished plate 2. also a flower (as bright-colored) 3. a wing (as gleaming in the air) [from H6692] KJV: blossom, flower, plate, wing. Root(s): H6692"
H6732,H,6732,צִּיצּ,name/l.,n/l.,Tsiyts (tseets),"1. bloom 2. Tsits, a place in Israel [the same as H6731] KJV: Ziz. Root(s): H6731"
H6733,H,6733,צִּיצָּה,noun masc,n-m.,tsiytsah (tsee-tsaw'),"1. a flower [feminine of H6731] KJV: flower. Root(s): H6731"""
H6734,H,6734,צִּיצִּת,noun fem,n-f.,tsiytsith (tsee-tseeth'),"1. a floral or wing-like projection, i.e. a forelock of hair, a tassel [feminine of H6731] KJV: fringe, lock. Root(s): H6731"
H6735,H,6735,צִּיר,noun masc,n-m.,tsiyr (tseer),"1. a hinge (as pressed in turning) 2. also a throe (as a phys. or mental pressure) 3. also a herald or errand-doer (as constrained by the principal) [from H6696] KJV: ambassador, hinge, messenger, pain, pang, sorrow. Root(s): H6696 Compare: H6736"
H6736,H,6736,צִּיר,noun masc,n-m.,tsiyr (tseer),"1. a form (of beauty 2. as if pressed out, i.e. carved) 3. (hence) an (idolatrous) image [the same as H6735] KJV: beauty, idol. Root(s): H6735"
H6737,H,6737,צָּיַר,verb,v.,tsayar (tsaw-yar'),"1. to make an errand, i.e. betake oneself [a denominative from H6735 in the sense of ambassador] KJV: make as if...had been ambassador. Root(s): H6735"
H6738,H,6738,צֵּל,noun masc,n-m.,tsel (tsale),"1. shade, whether literal or figurative [from H6751] KJV: defence, shade(-ow). Root(s): H6751"
A6739,A,6739,צְּלָא,verb,v.,tsla' (tsel-aw'),"1. pray [(Aramaic) probably corresponding to H6760 in the sense of bowing] KJV: pray. Root(s): H6760"""
H6740,H,6740,צָּלָה,verb-stem,v.,tsalah (tsaw-law'),"1. to roast [a primitive root] KJV: roast."""
H6741,H,6741,צִּלָּה,name,n/p.,Tsillah (tsil-law'),"1. Tsillah, an antediluvian woman [feminine of H6738] KJV: Zillah. Root(s): H6738"
H6742,H,6742,צְּלוּל,noun masc,n-m.,tsluwl (tsel-ool'),"1. a (round or flattened) cake [from H6749 in the sense of rolling] KJV: cake. Root(s): H6749"""
H6743,H,6743,צָּלַח צָּלֵַח,verb,v.,tsalach (tsaw-lakh') (or tsaleach {tsaw-lay'-akh}),"1. to push forward, in various senses (literal or figurative, transitive or intransitive) [a primitive root] KJV: break out, come (mightily), go over, be good, be meet, be profitable, (cause to, effect, make to, send) prosper(-ity, -ous, - ously)."
A6744,A,6744,צְּלַח,verb,v.,tslach (tsel-akh'),"1. to advance (transitive or intransitive) [(Aramaic) corresponding to H6743] KJV: promote, prosper. Root(s): H6743"
H6745,H,6745,צֵּלָחָה,noun fem,n-f.,tselachah (tsay-law-khaw'),"1. something protracted or flattened out, i.e. a platter [from H6743] KJV: pan. Root(s): H6743"
H6746,H,6746,צְּלוֹחִיתּ,noun fem,n-f.,tslochiyth (tsel-o-kheeth'),"1. something prolonged or tall, i.e. a vial or salt-cellar [from H6743] KJV: cruse. Root(s): H6743"
H6747,H,6747,צַּלַּחַת,noun fem,n-f.,tsallachath (tsal-lakh'-ath),"1. something advanced or deep, i.e. a bowl 2. (figuratively) the bosom [from H6743] KJV: bosom, dish. Root(s): H6743"
H6748,H,6748,צָּלִי,adjective,adj.,tsaliy (tsaw-lee'),"1. roasted [passive participle of H6740] KJV: roast. Root(s): H6740"""
H6749,H,6749,צָּלַל,verb-stem,v.,tsalal (tsaw-lal'),"1. (properly) to tumble down, i.e. settle by a waving motion [a primitive root] KJV: sink. Compare: H6750, H6751"
H6750,H,6750,צָּלַל,verb,v.,tsalal (tsaw-lal'),"1. to tinkle, i.e. rattle together (as the ears in reddening with shame, or the teeth in chattering with fear) [a primitive root (identical with H6749 through the idea of vibration)] KJV: quiver, tingle. Root(s): H6749"
H6751,H,6751,צָּלַל,verb,v.,tsalal (tsaw-lal'),"1. to shade, as twilight or an opaque object [a primitive root (identical with H6749 through the idea of hovering over)] KJV: begin to be dark, shadowing. Root(s): H6749 Compare: H6754"
H6752,H,6752,צֵּלֶל,noun masc,n-m.,tselel (tsay'-lel),"1. shade [from H6751] KJV: shadow. Root(s): H6751"""
H6753,H,6753,צְּלֶלפּוֹנִי,name,n/p.,Tslelpowniy (tsel-el-po-nee'),"1. shade-facing 2. Tselelponi, an Israelitess [from H6752 and the active participle of H6437] KJV: Hazelelponi (including the article). Root(s): H6752, H6437"
H6754,H,6754,צֶּלֶם,noun masc,n-m.,tselem (tseh'-lem),"1. a phantom, i.e. (figuratively) illusion, resemblance 2. (hence) a representative figure, especially an idol [from an unused root meaning to shade] KJV: image, vain shew."
A6755,A,6755,צֶּלֶם צְּלֶם,noun masc,n-m.,tselem (tseh'-lem) ((Aramaic) or tslem (Aramaic) {tsel-em'}),"1. an idolatrous figure [corresponding to H6754] KJV: form, image. Root(s): H6754"
H6756,H,6756,צַּלמוֹן,name/l.,n/l.,Tsalmown (tsal-mone'),"1. shady 2. Tsalmon, the name of a place in Israel and of an Israelite [from H6754] KJV: Zalmon. Root(s): H6754"
H6757,H,6757,צַּלמָוֶת,noun masc,n-m.,tsalmaveth (tsal-maw'-veth),"1. shade of death, i.e. the grave (figuratively, calamity) [from H6738 and H4194] KJV: shadow of death. Root(s): H6738, H4194"
H6758,H,6758,צַּלמוֹנָה,name/l.,n/l.,Tsalmonah (tsal-mo-naw'),"1. shadiness 2. Tsalmonah, a place in the Desert [feminine of H6757] KJV: Zalmonah. Root(s): H6757"
H6759,H,6759,צַּלמוּנָּע,name,n/p.,Tsalmunna` (tsal-moon-naw'),"1. shade has been denied 2. Tsalmunna, a Midianite [from H6738 and H4513] KJV: Zalmunna. Root(s): H6738, H4513"
H6760,H,6760,צָּלַע,verb-stem,v.,tsala` (tsaw-lah'),"1. used only as denominative from H6763, to limp (as if one-sided) [a primitive root] KJV: halt. See also: H6763"
H6761,H,6761,צֶּלַע,noun masc,n-m.,tsela` (tseh'-lah),"1. a limping or full (figuratively) [from H6760] KJV: adversity, halt(-ing). Root(s): H6760"
H6762,H,6762,צֶּלַע,name/l.,n/l.,Tsela` (tseh'-lah),"1. Tsela, a place in Israel [the same as H6761] KJV: Zelah. Root(s): H6761"
H6763,H,6763,צֵּלָע צַּלעָה,noun fem,n-f.,tsela` (tsay-law') (or (feminine) tsalTah {tsal-aw'}),"1. a rib (as curved), literally (of the body) or figuratively (of a door, i.e. leaf) 2. (hence) a side, literally (of a person) or figuratively (of an object or the sky, i.e. quarter) 3. architecturally, a (especially floor or ceiling) timber or plank (single or collective, i.e. a flooring) [from H6760] KJV: beam, board, chamber, corner, leaf, plank, rib, side (chamber). Root(s): H6760"
H6764,H,6764,צָּלָף,name,n/p.,Tsalaph (tsaw-lawf'),"1. Tsalaph, an Israelite [from an unused root of unknown meaning] KJV: Zalaph."
H6765,H,6765,צְּלָפחָד,name,n/p.,Tslophchad (tsel-of-chawd'),"1. Tselophchad, an Israelite [from the same as H6764 and H259] KJV: Zelophehad. Root(s): H6764, H259"
H6766,H,6766,צֶּלצַּח,name/l.,n/l.,Tseltsach (tsel-tsakh'),"1. clear shade 2. Tseltsach, a place in Israel [from H6738 and H6703] KJV: Zelzah. Root(s): H6738, H6703"
H6767,H,6767,צְּלָצַל,noun masc,n-m.,tslatsal (tsel-aw-tsal'),"1. a clatter 2. (abstractly) whirring (of wings) 3. (concretely) a cricket 4. (as rattling) a harpoon 5. (as clanging) a cymbal [from H6750 reduplicated] KJV: cymbal, locust, shadowing, spear. Root(s): H6750"
H6768,H,6768,צֶּלֶק,name,n/p.,Tseleq (tseh'-lek),"1. fissure 2. Tselek, an Israelite [from an unused root meaning to split] KJV: Zelek."
H6769,H,6769,צִּלְּתַי,name,n/p.,Tsillthay (tsil-leth-ah'-ee),"1. shady 2. Tsillethai, the name of two Israelites [from the feminine of H6738] KJV: Zilthai. Root(s): H6738"
H6770,H,6770,צָּמֵא,verb-stem,v.,tsame' (tsaw-may'),"1. to thirst (literally or figuratively) [a primitive root] KJV: (be a-, suffer) thirst(-y)."
H6771,H,6771,צָּמֵא,adjective,adj.,tsame' (tsaw-may'),"1. thirsty (literally or figuratively) [from H6770] KJV: (that) thirst(-eth, -y). Root(s): H6770"
H6772,H,6772,צָּמָא,noun masc,n-m.,tsama' (tsaw-maw'),"1. thirst (literally or figuratively) [from H6770] KJV: thirst(-y). Root(s): H6770"""
H6773,H,6773,צִּמאָה,noun fem,n-f.,tsim'ah (tsim-aw'),"1. thirst (figuratively, of libidinousnes) [feminine of H6772] KJV: thirst. Root(s): H6772"
H6774,H,6774,צִּמָּאוֹן,noun masc,n-m.,tsimma'own (tsim-maw-one'),"1. a thirsty place, i.e. desert [from H6771] KJV: drought, dry ground, thirsty land. Root(s): H6771"
